Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2009-08-28,4.33,4.33,4.33,4.33
2009-08-31,4.33,4.33,4.33,4.33
2009-09-01,4.33,4.33,4.33,4.33
2009-09-02,4.33,4.33,4.33,4.33
2009-09-03,4.33,4.33,4.33,4.33
2009-09-04,4.34,4.34,4.34,4.34
2009-09-07,4.33,4.33,4.33,4.33
2009-09-08,4.33,4.33,4.33,4.33
2009-09-09,4.33,4.33,4.33,4.33
2009-09-10,4.34,4.34,4.34,4.34
2009-09-11,4.34,4.34,4.34,4.34
2009-09-14,4.34,4.34,4.34,4.34
2009-09-15,4.35,4.35,4.35,4.35
2009-09-16,4.36,4.36,4.36,4.36
2009-09-17,4.35,4.35,4.35,4.35
2009-09-18,4.34,4.34,4.34,4.34
2009-09-21,4.33,4.33,4.33,4.33
2009-09-22,4.32,4.32,4.32,4.32
2009-09-23,4.32,4.32,4.32,4.32
2009-09-24,4.33,4.33,4.33,4.33
2009-09-25,4.32,4.32,4.32,4.32
2009-09-28,4.33,4.33,4.33,4.33
2009-09-29,4.33,4.33,4.33,4.33
2009-09-30,4.34,4.34,4.34,4.34
2009-10-01,4.35,4.35,4.35,4.35
2009-10-02,4.35,4.35,4.35,4.35
2009-10-05,4.35,4.35,4.35,4.35
2009-10-06,4.34,4.34,4.34,4.34
2009-10-07,4.33,4.33,4.33,4.33
2009-10-08,4.33,4.33,4.33,4.33
2009-10-09,4.33,4.33,4.33,4.33
2009-10-12,4.33,4.33,4.33,4.33
2009-10-13,4.34,4.34,4.34,4.34
2009-10-14,4.34,4.34,4.34,4.34
2009-10-15,4.33,4.33,4.33,4.33
2009-10-16,4.33,4.33,4.33,4.33
2009-10-19,4.32,4.32,4.32,4.32
2009-10-20,4.33,4.33,4.33,4.33
2009-10-21,4.32,4.32,4.32,4.32
2009-10-22,4.31,4.31,4.31,4.31
2009-10-23,4.31,4.31,4.31,4.31
2009-10-26,4.31,4.31,4.31,4.31
2009-10-27,4.3,4.3,4.3,4.3
2009-10-28,4.3,4.3,4.3,4.3
2009-10-29,4.3,4.3,4.3,4.3
2009-10-30,4.31,4.31,4.31,4.31
2009-11-02,4.31,4.31,4.31,4.31
2009-11-03,4.3,4.3,4.3,4.3
2009-11-04,4.31,4.31,4.31,4.31
2009-11-05,4.31,4.31,4.31,4.31
2009-11-06,4.3,4.3,4.3,4.3
2009-11-09,4.3,4.3,4.3,4.3
2009-11-10,4.3,4.3,4.3,4.3
2009-11-12,4.31,4.31,4.31,4.31
2009-11-13,4.31,4.31,4.31,4.31
2009-11-16,4.31,4.31,4.31,4.31
2009-11-17,4.3,4.3,4.3,4.3
2009-11-18,4.3,4.3,4.3,4.3
2009-11-19,4.3,4.3,4.3,4.3
2009-11-20,4.3,4.3,4.3,4.3
2009-11-23,4.3,4.3,4.3,4.3
2009-11-24,4.3,4.3,4.3,4.3
2009-11-25,4.3,4.3,4.3,4.3
2009-11-26,4.3,4.3,4.3,4.3
2009-11-27,4.3,4.3,4.3,4.3
2009-11-30,4.3,4.3,4.3,4.3
2009-12-01,4.29,4.29,4.29,4.29
2009-12-02,4.3,4.3,4.3,4.3
2009-12-03,4.3,4.3,4.3,4.3
2009-12-04,4.3,4.3,4.3,4.3
2009-12-07,4.3,4.3,4.3,4.3
2009-12-08,4.29,4.29,4.29,4.29
2009-12-09,4.29,4.29,4.29,4.29
2009-12-10,4.29,4.29,4.29,4.29
2009-12-11,4.31,4.31,4.31,4.31
2009-12-14,4.33,4.33,4.33,4.33
2009-12-15,4.33,4.33,4.33,4.33
2009-12-16,4.34,4.34,4.34,4.34
2009-12-17,4.34,4.34,4.34,4.34
2009-12-18,4.34,4.34,4.34,4.34
2009-12-21,4.34,4.34,4.34,4.34
2009-12-22,4.35,4.35,4.35,4.35
2009-12-23,4.36,4.36,4.36,4.36
2009-12-28,4.35,4.35,4.35,4.35
2009-12-29,4.37,4.37,4.37,4.37
2009-12-30,4.38,4.38,4.38,4.38
2009-12-31,4.39,4.39,4.39,4.39
2010-01-04,4.38,4.38,4.38,4.38
2010-01-05,4.38,4.38,4.38,4.38
2010-01-06,4.38,4.38,4.38,4.38
2010-01-07,4.38,4.38,4.38,4.38
2010-01-08,4.39,4.39,4.39,4.39
2010-01-11,4.39,4.39,4.39,4.39
2010-01-12,4.39,4.39,4.39,4.39
2010-01-13,4.39,4.39,4.39,4.39
2010-01-14,4.4,4.4,4.4,4.4
2010-01-15,4.38,4.38,4.38,4.38
2010-01-18,4.37,4.37,4.37,4.37
2010-01-19,4.36,4.36,4.36,4.36
2010-01-20,4.35,4.35,4.35,4.35
2010-01-21,4.34,4.34,4.34,4.34
2010-01-22,4.34,4.34,4.34,4.34
2010-01-25,4.33,4.33,4.33,4.33
2010-01-26,4.32,4.32,4.32,4.32
2010-01-27,4.31,4.31,4.31,4.31
2010-01-28,4.29,4.29,4.29,4.29
2010-01-29,4.29,4.29,4.29,4.29
2010-02-01,4.28,4.28,4.28,4.28
2010-02-02,4.3,4.3,4.3,4.3
2010-02-03,4.28,4.28,4.28,4.28
2010-02-04,4.3,4.3,4.3,4.3
2010-02-05,4.29,4.29,4.29,4.29
2010-02-08,4.28,4.28,4.28,4.28
2010-02-09,4.28,4.28,4.28,4.28
2010-02-10,4.27,4.27,4.27,4.27
2010-02-11,4.27,4.27,4.27,4.27
2010-02-12,4.27,4.27,4.27,4.27
2010-02-15,4.26,4.26,4.26,4.26
2010-02-16,4.26,4.26,4.26,4.26
2010-02-17,4.25,4.25,4.25,4.25
2010-02-18,4.25,4.25,4.25,4.25
2010-02-19,4.25,4.25,4.25,4.25
2010-02-22,4.23,4.23,4.23,4.23
2010-02-23,4.24,4.24,4.24,4.24
2010-02-24,4.24,4.24,4.24,4.24
2010-02-25,4.24,4.24,4.24,4.24
2010-02-26,4.25,4.25,4.25,4.25
2010-03-01,4.25,4.25,4.25,4.25
2010-03-02,4.25,4.25,4.25,4.25
2010-03-03,4.23,4.23,4.23,4.23
2010-03-04,4.23,4.23,4.23,4.23
2010-03-05,4.24,4.24,4.24,4.24
2010-03-08,4.23,4.23,4.23,4.23
2010-03-09,4.24,4.24,4.24,4.24
2010-03-10,4.23,4.23,4.23,4.23
2010-03-11,4.23,4.23,4.23,4.23
2010-03-12,4.22,4.22,4.22,4.22
2010-03-15,4.23,4.23,4.23,4.23
2010-03-16,4.23,4.23,4.23,4.23
2010-03-17,4.24,4.24,4.24,4.24
2010-03-18,4.23,4.23,4.23,4.23
2010-03-19,4.23,4.23,4.23,4.23
2010-03-22,4.24,4.24,4.24,4.24
2010-03-23,4.23,4.23,4.23,4.23
2010-03-24,4.23,4.23,4.23,4.23
2010-03-25,4.22,4.22,4.22,4.22
2010-03-26,4.23,4.23,4.23,4.23
2010-03-29,4.23,4.23,4.23,4.23
2010-03-30,4.23,4.23,4.23,4.23
2010-03-31,4.21,4.21,4.21,4.21
2010-04-01,4.19,4.19,4.19,4.19
2010-04-06,4.19,4.19,4.19,4.19
2010-04-07,4.17,4.17,4.17,4.17
2010-04-08,4.17,4.17,4.17,4.17
2010-04-09,4.14,4.14,4.14,4.14
2010-04-12,4.12,4.12,4.12,4.12
2010-04-13,4.12,4.12,4.12,4.12
2010-04-14,4.09,4.09,4.09,4.09
2010-04-15,4.08,4.08,4.08,4.08
2010-04-16,4.07,4.07,4.07,4.07
2010-04-19,4.07,4.07,4.07,4.07
2010-04-20,4.05,4.05,4.05,4.05
2010-04-21,4.05,4.05,4.05,4.05
2010-04-22,4.04,4.04,4.04,4.04
2010-04-23,4.02,4.02,4.02,4.02
2010-04-26,4.02,4.02,4.02,4.02
2010-04-27,4.02,4.02,4.02,4.02
2010-04-28,4.02,4.02,4.02,4.02
2010-04-29,4.02,4.02,4.02,4.02
2010-04-30,4.02,4.02,4.02,4.02
2010-05-04,4.02,4.02,4.02,4.02
2010-05-05,4.02,4.02,4.02,4.02
2010-05-06,4.02,4.02,4.02,4.02
2010-05-07,4.02,4.02,4.02,4.02
2010-05-10,4,4,4,4
2010-05-11,4.02,4.02,4.02,4.02
2010-05-12,4.01,4.01,4.01,4.01
2010-05-13,4.02,4.02,4.02,4.02
2010-05-14,4,4,4,4
2010-05-17,4.01,4.01,4.01,4.01
2010-05-18,4.01,4.01,4.01,4.01
2010-05-19,4,4,4,4
2010-05-20,4,4,4,4
2010-05-21,4,4,4,4
2010-05-24,4,4,4,4
2010-05-25,4,4,4,4
2010-05-26,4,4,4,4
2010-05-27,4,4,4,4
2010-05-28,4,4,4,4
2010-05-31,4.01,4.01,4.01,4.01
2010-06-01,4.01,4.01,4.01,4.01
2010-06-02,4.01,4.01,4.01,4.01
2010-06-04,4,4,4,4
2010-06-07,4,4,4,4
2010-06-08,4.01,4.01,4.01,4.01
2010-06-09,4,4,4,4
2010-06-10,4,4,4,4
2010-06-11,4.01,4.01,4.01,4.01
2010-06-14,4.01,4.01,4.01,4.01
2010-06-15,4.01,4.01,4.01,4.01
2010-06-16,3.99,3.99,3.99,3.99
2010-06-17,3.99,3.99,3.99,3.99
2010-06-18,3.99,3.99,3.99,3.99
2010-06-21,3.99,3.99,3.99,3.99
2010-06-22,3.99,3.99,3.99,3.99
2010-06-23,3.99,3.99,3.99,3.99
2010-06-24,3.99,3.99,3.99,3.99
2010-06-25,3.99,3.99,3.99,3.99
2010-06-28,3.99,3.99,3.99,3.99
2010-06-29,4,4,4,4
2010-06-30,4,4,4,4
2010-07-01,4.01,4.01,4.01,4.01
2010-07-02,4,4,4,4
2010-07-05,4,4,4,4
2010-07-06,4,4,4,4
2010-07-07,3.99,3.99,3.99,3.99
2010-07-08,4,4,4,4
2010-07-09,4,4,4,4
2010-07-12,4,4,4,4
2010-07-13,4,4,4,4
2010-07-14,3.99,3.99,3.99,3.99
2010-07-15,4,4,4,4
2010-07-16,4,4,4,4
2010-07-19,3.99,3.99,3.99,3.99
2010-07-20,3.99,3.99,3.99,3.99
2010-07-21,3.99,3.99,3.99,3.99
2010-07-22,3.99,3.99,3.99,3.99
2010-07-23,3.99,3.99,3.99,3.99
2010-07-26,3.99,3.99,3.99,3.99
2010-07-27,3.99,3.99,3.99,3.99
2010-07-28,3.99,3.99,3.99,3.99
2010-07-29,3.99,3.99,3.99,3.99
2010-07-30,3.99,3.99,3.99,3.99
2010-08-02,3.99,3.99,3.99,3.99
2010-08-03,3.99,3.99,3.99,3.99
2010-08-04,3.99,3.99,3.99,3.99
2010-08-05,3.99,3.99,3.99,3.99
2010-08-06,3.99,3.99,3.99,3.99
2010-08-09,3.99,3.99,3.99,3.99
2010-08-10,3.99,3.99,3.99,3.99
2010-08-11,3.99,3.99,3.99,3.99
2010-08-12,3.99,3.99,3.99,3.99
2010-08-13,3.99,3.99,3.99,3.99
2010-08-16,3.99,3.99,3.99,3.99
2010-08-17,3.99,3.99,3.99,3.99
2010-08-18,3.99,3.99,3.99,3.99
2010-08-19,4,4,4,4
2010-08-20,3.99,3.99,3.99,3.99
2010-08-23,3.99,3.99,3.99,3.99
2010-08-24,3.99,3.99,3.99,3.99
2010-08-25,3.99,3.99,3.99,3.99
2010-08-26,4,4,4,4
2010-08-27,4,4,4,4
2010-08-30,4,4,4,4
2010-08-31,4,4,4,4
2010-09-01,4,4,4,4
2010-09-02,4,4,4,4
2010-09-03,4,4,4,4
2010-09-06,4,4,4,4
2010-09-07,3.99,3.99,3.99,3.99
2010-09-08,4,4,4,4
2010-09-09,4,4,4,4
2010-09-10,4,4,4,4
2010-09-13,4.01,4.01,4.01,4.01
2010-09-14,4.02,4.02,4.02,4.02
2010-09-15,4.02,4.02,4.02,4.02
2010-09-16,4.02,4.02,4.02,4.02
2010-09-17,4.03,4.03,4.03,4.03
2010-09-20,4.02,4.02,4.02,4.02
2010-09-21,4.03,4.03,4.03,4.03
2010-09-22,4.04,4.04,4.04,4.04
2010-09-23,4.03,4.03,4.03,4.03
2010-09-24,4.04,4.04,4.04,4.04
2010-09-27,4.03,4.03,4.03,4.03
2010-09-28,4.04,4.04,4.04,4.04
2010-09-29,4.04,4.04,4.04,4.04
2010-09-30,4.05,4.05,4.05,4.05
2010-10-01,4.05,4.05,4.05,4.05
2010-10-04,4.04,4.04,4.04,4.04
2010-10-05,4.03,4.03,4.03,4.03
2010-10-06,4.04,4.04,4.04,4.04
2010-10-07,4.04,4.04,4.04,4.04
2010-10-08,4.04,4.04,4.04,4.04
2010-10-11,4.03,4.03,4.03,4.03
2010-10-12,4.03,4.03,4.03,4.03
2010-10-13,4.04,4.04,4.04,4.04
2010-10-14,4.04,4.04,4.04,4.04
2010-10-15,4.04,4.04,4.04,4.04
2010-10-18,4.04,4.04,4.04,4.04
2010-10-19,4.04,4.04,4.04,4.04
2010-10-20,4.05,4.05,4.05,4.05
2010-10-21,4.05,4.05,4.05,4.05
2010-10-22,4.05,4.05,4.05,4.05
2010-10-25,4.05,4.05,4.05,4.05
2010-10-26,4.05,4.05,4.05,4.05
2010-10-27,4.06,4.06,4.06,4.06
2010-10-28,4.05,4.05,4.05,4.05
2010-10-29,4.05,4.05,4.05,4.05
2010-11-02,4.05,4.05,4.05,4.05
2010-11-03,4.05,4.05,4.05,4.05
2010-11-04,4.05,4.05,4.05,4.05
2010-11-05,4.06,4.06,4.06,4.06
2010-11-08,4.05,4.05,4.05,4.05
2010-11-09,4.05,4.05,4.05,4.05
2010-11-10,4.06,4.06,4.06,4.06
2010-11-12,4.06,4.06,4.06,4.06
2010-11-15,4.05,4.05,4.05,4.05
2010-11-16,4.05,4.05,4.05,4.05
2010-11-17,4.05,4.05,4.05,4.05
2010-11-18,4.06,4.06,4.06,4.06
2010-11-19,4.05,4.05,4.05,4.05
2010-11-22,4.05,4.05,4.05,4.05
2010-11-23,4.05,4.05,4.05,4.05
2010-11-24,4.05,4.05,4.05,4.05
2010-11-25,4.05,4.05,4.05,4.05
2010-11-26,4.05,4.05,4.05,4.05
2010-11-29,4.06,4.06,4.06,4.06
2010-11-30,4.08,4.08,4.08,4.08
2010-12-01,4.11,4.11,4.11,4.11
2010-12-02,4.13,4.13,4.13,4.13
2010-12-03,4.13,4.13,4.13,4.13
2010-12-06,4.13,4.13,4.13,4.13
2010-12-07,4.13,4.13,4.13,4.13
2010-12-08,4.14,4.14,4.14,4.14
2010-12-09,4.14,4.14,4.14,4.14
2010-12-10,4.13,4.13,4.13,4.13
2010-12-13,4.14,4.14,4.14,4.14
2010-12-14,4.14,4.14,4.14,4.14
2010-12-15,4.14,4.14,4.14,4.14
2010-12-16,4.14,4.14,4.14,4.14
2010-12-17,4.14,4.14,4.14,4.14
2010-12-20,4.15,4.15,4.15,4.15
2010-12-21,4.15,4.15,4.15,4.15
2010-12-22,4.15,4.15,4.15,4.15
2010-12-23,4.15,4.15,4.15,4.15
2010-12-27,4.15,4.15,4.15,4.15
2010-12-28,4.14,4.14,4.14,4.14
2010-12-29,4.15,4.15,4.15,4.15
2010-12-30,4.16,4.16,4.16,4.16
2010-12-31,4.16,4.16,4.16,4.16
2011-01-03,4.16,4.16,4.16,4.16
2011-01-04,4.16,4.16,4.16,4.16
2011-01-05,4.18,4.18,4.18,4.18
2011-01-07,4.19,4.19,4.19,4.19
2011-01-10,4.21,4.21,4.21,4.21
2011-01-11,4.21,4.21,4.21,4.21
2011-01-12,4.22,4.22,4.22,4.22
2011-01-13,4.22,4.22,4.22,4.22
2011-01-14,4.22,4.22,4.22,4.22
2011-01-17,4.23,4.23,4.23,4.23
2011-01-18,4.24,4.24,4.24,4.24
2011-01-19,4.25,4.25,4.25,4.25
2011-01-20,4.31,4.31,4.31,4.31
2011-01-21,4.31,4.31,4.31,4.31
2011-01-24,4.31,4.31,4.31,4.31
2011-01-25,4.31,4.31,4.31,4.31
2011-01-26,4.32,4.32,4.32,4.32
2011-01-27,4.32,4.32,4.32,4.32
2011-01-28,4.32,4.32,4.32,4.32
2011-01-31,4.32,4.32,4.32,4.32
2011-02-01,4.32,4.32,4.32,4.32
2011-02-02,4.32,4.32,4.32,4.32
2011-02-03,4.33,4.33,4.33,4.33
2011-02-04,4.33,4.33,4.33,4.33
2011-02-07,4.32,4.32,4.32,4.32
2011-02-08,4.32,4.32,4.32,4.32
2011-02-09,4.32,4.32,4.32,4.32
2011-02-10,4.32,4.32,4.32,4.32
2011-02-11,4.33,4.33,4.33,4.33
2011-02-14,4.33,4.33,4.33,4.33
2011-02-15,4.33,4.33,4.33,4.33
2011-02-16,4.35,4.35,4.35,4.35
2011-02-17,4.35,4.35,4.35,4.35
2011-02-18,4.36,4.36,4.36,4.36
2011-02-21,4.36,4.36,4.36,4.36
2011-02-22,4.36,4.36,4.36,4.36
2011-02-23,4.36,4.36,4.36,4.36
2011-02-24,4.36,4.36,4.36,4.36
2011-02-25,4.37,4.37,4.37,4.37
2011-02-28,4.37,4.37,4.37,4.37
2011-03-01,4.37,4.37,4.37,4.37
2011-03-02,4.38,4.38,4.38,4.38
2011-03-03,4.38,4.38,4.38,4.38
2011-03-04,4.39,4.39,4.39,4.39
2011-03-07,4.39,4.39,4.39,4.39
2011-03-08,4.39,4.39,4.39,4.39
2011-03-09,4.4,4.4,4.4,4.4
2011-03-10,4.4,4.4,4.4,4.4
2011-03-11,4.4,4.4,4.4,4.4
2011-03-14,4.4,4.4,4.4,4.4
2011-03-15,4.4,4.4,4.4,4.4
2011-03-16,4.41,4.41,4.41,4.41
2011-03-17,4.41,4.41,4.41,4.41
2011-03-18,4.41,4.41,4.41,4.41
2011-03-21,4.41,4.41,4.41,4.41
2011-03-22,4.41,4.41,4.41,4.41
2011-03-23,4.41,4.41,4.41,4.41
2011-03-24,4.41,4.41,4.41,4.41
2011-03-25,4.4,4.4,4.4,4.4
2011-03-28,4.41,4.41,4.41,4.41
2011-03-29,4.41,4.41,4.41,4.41
2011-03-30,4.41,4.41,4.41,4.41
2011-03-31,4.41,4.41,4.41,4.41
2011-04-01,4.42,4.42,4.42,4.42
2011-04-04,4.42,4.42,4.42,4.42
2011-04-05,4.43,4.43,4.43,4.43
2011-04-06,4.45,4.45,4.45,4.45
2011-04-07,4.45,4.45,4.45,4.45
2011-04-08,4.46,4.46,4.46,4.46
2011-04-11,4.46,4.46,4.46,4.46
2011-04-12,4.47,4.47,4.47,4.47
2011-04-13,4.47,4.47,4.47,4.47
2011-04-14,4.5,4.5,4.5,4.5
2011-04-15,4.5,4.5,4.5,4.5
2011-04-18,4.51,4.51,4.51,4.51
2011-04-19,4.51,4.51,4.51,4.51
2011-04-20,4.51,4.51,4.51,4.51
2011-04-21,4.51,4.51,4.51,4.51
2011-04-26,4.51,4.51,4.51,4.51
2011-04-27,4.51,4.51,4.51,4.51
2011-04-28,4.51,4.51,4.51,4.51
2011-04-29,4.5,4.5,4.5,4.5
2011-05-02,4.51,4.51,4.51,4.51
2011-05-04,4.5,4.5,4.5,4.5
2011-05-05,4.5,4.5,4.5,4.5
2011-05-06,4.51,4.51,4.51,4.51
2011-05-09,4.51,4.51,4.51,4.51
2011-05-10,4.51,4.51,4.51,4.51
2011-05-11,4.51,4.51,4.51,4.51
2011-05-12,4.58,4.58,4.58,4.58
2011-05-13,4.59,4.59,4.59,4.59
2011-05-16,4.61,4.61,4.61,4.61
2011-05-17,4.61,4.61,4.61,4.61
2011-05-18,4.61,4.61,4.61,4.61
2011-05-19,4.62,4.62,4.62,4.62
2011-05-20,4.62,4.62,4.62,4.62
2011-05-23,4.62,4.62,4.62,4.62
2011-05-24,4.62,4.62,4.62,4.62
2011-05-25,4.62,4.62,4.62,4.62
2011-05-26,4.61,4.61,4.61,4.61
2011-05-27,4.61,4.61,4.61,4.61
2011-05-30,4.61,4.61,4.61,4.61
2011-05-31,4.61,4.61,4.61,4.61
2011-06-01,4.61,4.61,4.61,4.61
2011-06-02,4.61,4.61,4.61,4.61
2011-06-03,4.61,4.61,4.61,4.61
2011-06-06,4.61,4.61,4.61,4.61
2011-06-07,4.62,4.62,4.62,4.62
2011-06-08,4.63,4.63,4.63,4.63
2011-06-09,4.7,4.7,4.7,4.7
2011-06-10,4.71,4.71,4.71,4.71
2011-06-13,4.72,4.72,4.72,4.72
2011-06-14,4.72,4.72,4.72,4.72
2011-06-15,4.73,4.73,4.73,4.73
2011-06-16,4.74,4.74,4.74,4.74
2011-06-17,4.74,4.74,4.74,4.74
2011-06-20,4.74,4.74,4.74,4.74
2011-06-21,4.75,4.75,4.75,4.75
2011-06-22,4.75,4.75,4.75,4.75
2011-06-24,4.75,4.75,4.75,4.75
2011-06-27,4.76,4.76,4.76,4.76
2011-06-28,4.75,4.75,4.75,4.75
2011-06-29,4.75,4.75,4.75,4.75
2011-06-30,4.75,4.75,4.75,4.75
2011-07-01,4.76,4.76,4.76,4.76
2011-07-04,4.76,4.76,4.76,4.76
2011-07-05,4.76,4.76,4.76,4.76
2011-07-06,4.76,4.76,4.76,4.76
2011-07-07,4.76,4.76,4.76,4.76
2011-07-08,4.75,4.75,4.75,4.75
2011-07-11,4.76,4.76,4.76,4.76
2011-07-12,4.77,4.77,4.77,4.77
2011-07-13,4.76,4.76,4.76,4.76
2011-07-14,4.76,4.76,4.76,4.76
2011-07-15,4.75,4.75,4.75,4.75
2011-07-18,4.76,4.76,4.76,4.76
2011-07-19,4.77,4.77,4.77,4.77
2011-07-20,4.78,4.78,4.78,4.78
2011-07-21,4.78,4.78,4.78,4.78
2011-07-22,4.78,4.78,4.78,4.78
2011-07-25,4.78,4.78,4.78,4.78
2011-07-26,4.77,4.77,4.77,4.77
2011-07-27,4.78,4.78,4.78,4.78
2011-07-28,4.78,4.78,4.78,4.78
2011-07-29,4.78,4.78,4.78,4.78
2011-08-01,4.78,4.78,4.78,4.78
2011-08-02,4.8,4.8,4.8,4.8
2011-08-03,4.82,4.82,4.82,4.82
2011-08-04,4.82,4.82,4.82,4.82
2011-08-05,4.82,4.82,4.82,4.82
2011-08-08,4.82,4.82,4.82,4.82
2011-08-09,4.83,4.83,4.83,4.83
2011-08-10,4.83,4.83,4.83,4.83
2011-08-11,4.83,4.83,4.83,4.83
2011-08-12,4.84,4.84,4.84,4.84
2011-08-16,4.84,4.84,4.84,4.84
2011-08-17,4.84,4.84,4.84,4.84
2011-08-18,4.83,4.83,4.83,4.83
2011-08-19,4.85,4.85,4.85,4.85
2011-08-22,4.84,4.84,4.84,4.84
2011-08-23,4.84,4.84,4.84,4.84
2011-08-24,4.85,4.85,4.85,4.85
2011-08-25,4.85,4.85,4.85,4.85
2011-08-26,4.85,4.85,4.85,4.85
2011-08-29,4.84,4.84,4.84,4.84
2011-08-30,4.84,4.84,4.84,4.84
2011-08-31,4.85,4.85,4.85,4.85
2011-09-01,4.85,4.85,4.85,4.85
2011-09-02,4.85,4.85,4.85,4.85
2011-09-05,4.85,4.85,4.85,4.85
2011-09-06,4.85,4.85,4.85,4.85
2011-09-07,4.85,4.85,4.85,4.85
2011-09-08,4.85,4.85,4.85,4.85
2011-09-09,4.85,4.85,4.85,4.85
2011-09-12,4.85,4.85,4.85,4.85
2011-09-13,4.85,4.85,4.85,4.85
2011-09-14,4.86,4.86,4.86,4.86
2011-09-15,4.86,4.86,4.86,4.86
2011-09-16,4.86,4.86,4.86,4.86
2011-09-19,4.85,4.85,4.85,4.85
2011-09-20,4.85,4.85,4.85,4.85
2011-09-21,4.85,4.85,4.85,4.85
2011-09-22,4.85,4.85,4.85,4.85
2011-09-23,4.86,4.86,4.86,4.86
2011-09-26,4.85,4.85,4.85,4.85
2011-09-27,4.85,4.85,4.85,4.85
2011-09-28,4.86,4.86,4.86,4.86
2011-09-29,4.86,4.86,4.86,4.86
2011-09-30,4.86,4.86,4.86,4.86
2011-10-03,4.86,4.86,4.86,4.86
2011-10-04,4.86,4.86,4.86,4.86
2011-10-05,4.86,4.86,4.86,4.86
2011-10-06,4.86,4.86,4.86,4.86
2011-10-07,4.86,4.86,4.86,4.86
2011-10-10,4.86,4.86,4.86,4.86
2011-10-11,4.86,4.86,4.86,4.86
2011-10-12,4.86,4.86,4.86,4.86
2011-10-13,4.86,4.86,4.86,4.86
2011-10-14,4.86,4.86,4.86,4.86
2011-10-17,4.86,4.86,4.86,4.86
2011-10-18,4.86,4.86,4.86,4.86
2011-10-19,4.87,4.87,4.87,4.87
2011-10-20,4.9,4.9,4.9,4.9
2011-10-21,4.9,4.9,4.9,4.9
2011-10-24,4.92,4.92,4.92,4.92
2011-10-25,4.93,4.93,4.93,4.93
2011-10-26,4.92,4.92,4.92,4.92
2011-10-27,4.92,4.92,4.92,4.92
2011-10-28,4.93,4.93,4.93,4.93
2011-10-31,4.94,4.94,4.94,4.94
2011-11-02,4.94,4.94,4.94,4.94
2011-11-03,4.93,4.93,4.93,4.93
2011-11-04,4.94,4.94,4.94,4.94
2011-11-07,4.94,4.94,4.94,4.94
2011-11-08,4.94,4.94,4.94,4.94
2011-11-09,4.94,4.94,4.94,4.94
2011-11-10,4.94,4.94,4.94,4.94
2011-11-14,4.95,4.95,4.95,4.95
2011-11-15,4.95,4.95,4.95,4.95
2011-11-16,4.96,4.96,4.96,4.96
2011-11-17,4.96,4.96,4.96,4.96
2011-11-18,4.96,4.96,4.96,4.96
2011-11-21,4.95,4.95,4.95,4.95
2011-11-22,4.95,4.95,4.95,4.95
2011-11-23,4.96,4.96,4.96,4.96
2011-11-24,4.97,4.97,4.97,4.97
2011-11-25,4.97,4.97,4.97,4.97
2011-11-28,4.97,4.97,4.97,4.97
2011-11-29,4.97,4.97,4.97,4.97
2011-11-30,4.97,4.97,4.97,4.97
2011-12-01,4.97,4.97,4.97,4.97
2011-12-02,4.97,4.97,4.97,4.97
2011-12-05,4.98,4.98,4.98,4.98
2011-12-06,4.99,4.99,4.99,4.99
2011-12-07,4.99,4.99,4.99,4.99
2011-12-08,4.99,4.99,4.99,4.99
2011-12-09,4.99,4.99,4.99,4.99
2011-12-12,4.99,4.99,4.99,4.99
2011-12-13,4.99,4.99,4.99,4.99
2011-12-14,4.99,4.99,4.99,4.99
2011-12-15,5,5,5,5
2011-12-16,5,5,5,5
2011-12-19,5,5,5,5
2011-12-20,5,5,5,5
2011-12-21,5,5,5,5
2011-12-22,5,5,5,5
2011-12-23,5,5,5,5
2011-12-27,5,5,5,5
2011-12-28,4.99,4.99,4.99,4.99
2011-12-29,4.99,4.99,4.99,4.99
2011-12-30,5,5,5,5
2012-01-02,4.99,4.99,4.99,4.99
2012-01-03,5,5,5,5
2012-01-04,5,5,5,5
2012-01-05,5,5,5,5
2012-01-09,5,5,5,5
2012-01-10,5.01,5.01,5.01,5.01
2012-01-11,5,5,5,5
2012-01-12,5.01,5.01,5.01,5.01
2012-01-13,5.01,5.01,5.01,5.01
2012-01-16,5.01,5.01,5.01,5.01
2012-01-17,5.01,5.01,5.01,5.01
2012-01-18,5.01,5.01,5.01,5.01
2012-01-19,5.01,5.01,5.01,5.01
2012-01-20,5.01,5.01,5.01,5.01
2012-01-23,5,5,5,5
2012-01-24,5,5,5,5
2012-01-25,5.01,5.01,5.01,5.01
2012-01-26,5.01,5.01,5.01,5.01
2012-01-27,5.01,5.01,5.01,5.01
2012-01-30,5.01,5.01,5.01,5.01
2012-01-31,5,5,5,5
2012-02-01,5,5,5,5
2012-02-02,4.99,4.99,4.99,4.99
2012-02-03,4.99,4.99,4.99,4.99
2012-02-06,4.99,4.99,4.99,4.99
2012-02-07,4.99,4.99,4.99,4.99
2012-02-08,4.99,4.99,4.99,4.99
2012-02-09,4.98,4.98,4.98,4.98
2012-02-10,4.99,4.99,4.99,4.99
2012-02-13,4.99,4.99,4.99,4.99
2012-02-14,4.99,4.99,4.99,4.99
2012-02-15,4.99,4.99,4.99,4.99
2012-02-16,4.98,4.98,4.98,4.98
2012-02-17,4.99,4.99,4.99,4.99
2012-02-20,4.99,4.99,4.99,4.99
